POD,CDU,Week,Date,Parameter,Measured Data,Comment,,,Parameter,Lower Limit,Upper Limit
POD #2,CDU-02,WK 28 2026,07/07/2026,Turbidity,0,,,,,,
POD #2,CDU-02,WK 28 2026,07/07/2026,TDS,495.2,,,,,,
POD #2,CDU-02,WK 28 2026,07/07/2026,Total Suspended Solids,0,,,,,,
POD #2,CDU-03,WK 28 2026,07/07/2026,PH,9.01,,,,,,
POD #2,CDU-03,WK 28 2026,07/07/2026,ATP Bacteria,66,,,,,,
POD #2,CDU-03,WK 28 2026,07/07/2026,Conductivity,798.4,,,,,,
POD #2,CDU-03,WK 28 2026,07/07/2026,Turbidity,0,,,,,,
POD #2,CDU-03,WK 28 2026,07/07/2026,TDS,547.9,,,,,,
POD #2,CDU-03,WK 28 2026,07/07/2026,Total Suspended Solids,0,,,,,,
POD #2,CDU-04,WK 28 2026,07/07/2026,PH,8.66,,,,,,
POD #2,CDU-04,WK 28 2026,07/07/2026,ATP Bacteria,415,,,,,,
POD #2,CDU-04,WK 28 2026,07/07/2026,Conductivity,725.6,,,,,,
POD #2,CDU-04,WK 28 2026,07/07/2026,Turbidity,0,,,,,,
POD #2,CDU-04,WK 28 2026,07/07/2026,TDS,496.9,,,,,,
POD #2,CDU-04,WK 28 2026,07/07/2026,Total Suspended Solids,0,,,,,,
POD #3,CDU-01,WK 29 2026,14/07/2026,PH,8.61,,,,,,
POD #3,CDU-01,WK 29 2026,14/07/2026,ATP Bacteria,636,,,,,,
POD #3,CDU-01,WK 29 2026,14/07/2026,Conductivity,690.5,,,,,,
POD #3,CDU-01,WK 29 2026,14/07/2026,Turbidity,0,,,,,,
POD #3,CDU-01,WK 29 2026,14/07/2026,TDS,472.6,,,,,,
POD #3,CDU-01,WK 29 2026,14/07/2026,Total Suspended Solids,0,,,,,,
POD #3,CDU-02,WK 29 2026,14/07/2026,PH,8.55,,,,,,
POD #3,CDU-02,WK 29 2026,14/07/2026,ATP Bacteria,211,,,,,,
POD #3,CDU-02,WK 29 2026,14/07/2026,Conductivity,701.4,,,,,,
POD #3,CDU-02,WK 29 2026,14/07/2026,Turbidity,0,,,,,,
POD #3,CDU-02,WK 29 2026,14/07/2026,TDS,481.4,,,,,,
POD #3,CDU-02,WK 29 2026,14/07/2026,Total Suspended Solids,0,,,,,,
POD #3,CDU-03,WK 29 2026,14/07/2026,PH,8.63,,,,,,
POD #3,CDU-03,WK 29 2026,14/07/2026,ATP Bacteria,736,,,,,,
POD #3,CDU-03,WK 29 2026,14/07/2026,Conductivity,690.5,,,,,,
POD #3,CDU-03,WK 29 2026,14/07/2026,Turbidity,0,,,,,,
POD #3,CDU-03,WK 29 2026,14/07/2026,TDS,473.3,,,,,,
POD #3,CDU-03,WK 29 2026,14/07/2026,Total Suspended Solids,0,,,,,,
POD #3,CDU-05,WK 29 2026,14/07/2026,PH,8.62,,,,,,
POD #3,CDU-05,WK 29 2026,14/07/2026,ATP Bacteria,220,,,,,,
POD #3,CDU-05,WK 29 2026,14/07/2026,Conductivity,700.9,,,,,,
POD #3,CDU-05,WK 29 2026,14/07/2026,Turbidity,0,,,,,,
POD #3,CDU-05,WK 29 2026,14/07/2026,TDS,480.7,,,,,,
POD #3,CDU-05,WK 29 2026,14/07/2026,Total Suspended Solids,0,,,,,,
POD #3,CDU-06,WK 29 2026,14/07/2026,PH,8.6,,,,,,
POD #3,CDU-06,WK 29 2026,14/07/2026,ATP Bacteria,593,,,,,,
POD #3,CDU-06,WK 29 2026,14/07/2026,Conductivity,706.6,,,,,,
POD #3,CDU-06,WK 29 2026,14/07/2026,Turbidity,0,,,,,,
POD #3,CDU-06,WK 29 2026,14/07/2026,TDS,485.2,,,,,,
POD #3,CDU-06,WK 29 2026,14/07/2026,Total Suspended Solids,0,,,,,,
POD #2,CDU-01,WK 29 2026,14/07/2026,PH,8.6,,,,,,
POD #2,CDU-01,WK 29 2026,14/07/2026,ATP Bacteria,656,,,,,,
POD #2,CDU-01,WK 29 2026,14/07/2026,Conductivity,680,,,,,,
POD #2,CDU-01,WK 29 2026,14/07/2026,Turbidity,0,,,,,,
POD #2,CDU-01,WK 29 2026,14/07/2026,TDS,466.1,,,,,,
POD #2,CDU-01,WK 29 2026,14/07/2026,Total Suspended Solids,0,,,,,,
POD #2,CDU-02,WK 29 2026,14/07/2026,PH,8.57,,,,,,
POD #2,CDU-02,WK 29 2026,14/07/2026,ATP Bacteria,21,,,,,,
POD #2,CDU-02,WK 29 2026,14/07/2026,Conductivity,685.9,,,,,,
POD #2,CDU-02,WK 29 2026,14/07/2026,Turbidity,0,,,,,,
POD #2,CDU-02,WK 29 2026,14/07/2026,TDS,469.4,,,,,,
POD #2,CDU-02,WK 29 2026,14/07/2026,Total Suspended Solids,0,,,,,,
POD #2,CDU-03,WK 29 2026,14/07/2026,PH,9.04,,,,,,
POD #2,CDU-03,WK 29 2026,14/07/2026,ATP Bacteria,112,,,,,,
POD #2,CDU-03,WK 29 2026,14/07/2026,Conductivity,773.8,,,,,,
POD #2,CDU-03,WK 29 2026,14/07/2026,Turbidity,3,,,,,,
POD #2,CDU-03,WK 29 2026,14/07/2026,TDS,533.4,,,,,,
POD #2,CDU-03,WK 29 2026,14/07/2026,Total Suspended Solids,0,,,,,,
POD #2,CDU-04,WK 29 2026,14/07/2026,PH,8.63,,,,,,
POD #2,CDU-04,WK 29 2026,14/07/2026,ATP Bacteria,445,,,,,,
POD #2,CDU-04,WK 29 2026,14/07/2026,Conductivity,683,,,,,,
POD #2,CDU-04,WK 29 2026,14/07/2026,Turbidity,1,,,,,,
POD #2,CDU-04,WK 29 2026,14/07/2026,TDS,467.6,,,,,,
POD #2,CDU-04,WK 29 2026,14/07/2026,Total Suspended Solids,0,,,,,,
POD #3,CDU-01,WK 30 2026,23/07/2026,PH,8.63,,,,,,
POD #3,CDU-01,WK 30 2026,23/07/2026,ATP Bacteria,474,,,,,,
POD #3,CDU-01,WK 30 2026,23/07/2026,Conductivity,657.6,,,,,,
POD #3,CDU-01,WK 30 2026,23/07/2026,Turbidity,0,,,,,,
POD #3,CDU-01,WK 30 2026,23/07/2026,TDS,449,,,,,,
POD #3,CDU-01,WK 30 2026,23/07/2026,Total Suspended Solids,0,,,,,,
POD #3,CDU-02,WK 30 2026,23/07/2026,PH,8.55,,,,,,
POD #3,CDU-02,WK 30 2026,23/07/2026,ATP Bacteria,148,,,,,,
POD #3,CDU-02,WK 30 2026,23/07/2026,Conductivity,669.8,,,,,,
POD #3,CDU-02,WK 30 2026,23/07/2026,Turbidity,0,,,,,,
POD #3,CDU-02,WK 30 2026,23/07/2026,TDS,458,,,,,,
POD #3,CDU-02,WK 30 2026,23/07/2026,Total Suspended Solids,0,,,,,,
POD #3,CDU-03,WK 30 2026,23/07/2026,PH,8.65,,,,,,
POD #3,CDU-03,WK 30 2026,23/07/2026,ATP Bacteria,854,,,,,,
POD #3,CDU-03,WK 30 2026,23/07/2026,Conductivity,657.9,,,,,,
POD #3,CDU-03,WK 30 2026,23/07/2026,Turbidity,0,,,,,,
POD #3,CDU-03,WK 30 2026,23/07/2026,TDS,450.01,,,,,,
POD #3,CDU-03,WK 30 2026,23/07/2026,Total Suspended Solids,0,,,,,,
POD #3,CDU-05,WK 30 2026,23/07/2026,PH,8.61,,,,,,
POD #3,CDU-05,WK 30 2026,23/07/2026,ATP Bacteria,385,,,,,,
POD #3,CDU-05,WK 30 2026,23/07/2026,Conductivity,662.7,,,,,,
POD #3,CDU-05,WK 30 2026,23/07/2026,Turbidity,0,,,,,,
POD #3,CDU-05,WK 30 2026,23/07/2026,TDS,453.4,,,,,,
POD #3,CDU-05,WK 30 2026,23/07/2026,Total Suspended Solids,0,,,,,,
POD #3,CDU-06,WK 30 2026,23/07/2026,PH,8.6,,,,,,
POD #3,CDU-06,WK 30 2026,23/07/2026,ATP Bacteria,721,,,,,,
POD #3,CDU-06,WK 30 2026,23/07/2026,Conductivity,675.8,,,,,,
POD #3,CDU-06,WK 30 2026,23/07/2026,Turbidity,0,,,,,,
POD #3,CDU-06,WK 30 2026,23/07/2026,TDS,462.1,,,,,,
POD #3,CDU-06,WK 30 2026,23/07/2026,Total Suspended Solids,0,,,,,,
POD #2,CDU-01,WK 30 2026,23/07/2026,PH,8.65,,,,,,
POD #2,CDU-01,WK 30 2026,23/07/2026,ATP Bacteria,253,,,,,,
POD #2,CDU-01,WK 30 2026,23/07/2026,Conductivity,645.2,,,,,,
POD #2,CDU-01,WK 30 2026,23/07/2026,Turbidity,0,,,,,,
POD #2,CDU-01,WK 30 2026,23/07/2026,TDS,439.5,,,,,,
POD #2,CDU-01,WK 30 2026,23/07/2026,Total Suspended Solids,0,,,,,,
POD #2,CDU-02,WK 30 2026,23/07/2026,PH,8.57,,,,,,
POD #2,CDU-02,WK 30 2026,23/07/2026,ATP Bacteria,35,,,,,,
POD #2,CDU-02,WK 30 2026,23/07/2026,Conductivity,658.9,,,,,,
POD #2,CDU-02,WK 30 2026,23/07/2026,Turbidity,0,,,,,,
POD #2,CDU-02,WK 30 2026,23/07/2026,TDS,449.6,,,,,,
POD #2,CDU-02,WK 30 2026,23/07/2026,Total Suspended Solids,0,,,,,,
POD #2,CDU-03,WK 30 2026,23/07/2026,PH,9.01,,,,,,
POD #2,CDU-03,WK 30 2026,23/07/2026,ATP Bacteria,283,,,,,,
POD #2,CDU-03,WK 30 2026,23/07/2026,Conductivity,769.1,,,,,,
POD #2,CDU-03,WK 28 2026,23/07/2026,Turbidity,0,,,,,,
POD #2,CDU-03,WK 30 2026,23/07/2026,TDS,528.9,,,,,,
POD #2,CDU-03,WK 30 2026,23/07/2026,Total Suspended Solids,0,,,,,,
POD #2,CDU-04,WK 30 2026,23/07/2026,PH,8.61,,,,,,
POD #2,CDU-04,WK 30 2026,23/07/2026,ATP Bacteria,619,,,,,,
POD #2,CDU-04,WK 30 2026,23/07/2026,Conductivity,658.8,,,,,,
POD #2,CDU-04,WK 30 2026,23/07/2026,Turbidity,0,,,,,,
POD #2,CDU-04,WK 30 2026,23/07/2026,TDS,449.6,,,,,,
POD #2,CDU-04,WK 30 2026,23/07/2026,Total Suspended Solids,0,,,,,,
POD #3,CDU-01,WK 31 2026,28/07/2026,PH,8.73,,,,,,
POD #3,CDU-01,WK 31 2026,28/07/2026,ATP Bacteria,0,,,,,,
POD #3,CDU-01,WK 31 2026,28/07/2026,Conductivity,713.9,,,,,,
POD #3,CDU-01,WK 31 2026,28/07/2026,Turbidity,0,,,,,,
POD #3,CDU-01,WK 31 2026,28/07/2026,TDS,489.4,,,,,,
POD #3,CDU-01,WK 31 2026,28/07/2026,Total Suspended Solids,0,,,,,,
POD #3,CDU-02,WK 31 2026,28/07/2026,PH,8.64,,,,,,
POD #3,CDU-02,WK 31 2026,28/07/2026,ATP Bacteria,439,,,,,,
POD #3,CDU-02,WK 31 2026,28/07/2026,Conductivity,670.1,,,,,,
POD #3,CDU-02,WK 31 2026,28/07/2026,Turbidity,0,,,,,,
POD #3,CDU-02,WK 31 2026,28/07/2026,TDS,458.9,,,,,,
POD #3,CDU-02,WK 31 2026,28/07/2026,Total Suspended Solids,0,,,,,,
POD #3,CDU-03,WK 31 2026,28/07/2026,PH,8.63,,,,,,
POD #3,CDU-03,WK 31 2026,28/07/2026,ATP Bacteria,815,,,,,,
POD #3,CDU-03,WK 31 2026,28/07/2026,Conductivity,654.2,,,,,,
POD #3,CDU-03,WK 31 2026,28/07/2026,Turbidity,0,,,,,,
POD #3,CDU-03,WK 31 2026,28/07/2026,TDS,447.3,,,,,,
POD #3,CDU-03,WK 31 2026,28/07/2026,Total Suspended Solids,0,,,,,,
POD #3,CDU-05,WK 31 2026,28/07/2026,PH,8.72,,,,,,
POD #3,CDU-05,WK 31 2026,28/07/2026,ATP Bacteria,44,,,,,,
POD #3,CDU-05,WK 31 2026,28/07/2026,Conductivity,683,,,,,,
POD #3,CDU-05,WK 31 2026,28/07/2026,Turbidity,0,,,,,,
POD #3,CDU-05,WK 31 2026,28/07/2026,TDS,467.8,,,,,,
POD #3,CDU-05,WK 31 2026,28/07/2026,Total Suspended Solids,0,,,,,,
POD #3,CDU-06,WK 31 2026,28/07/2026,PH,8.63,,,,,,
POD #3,CDU-06,WK 31 2026,28/07/2026,ATP Bacteria,725,,,,,,
POD #3,CDU-06,WK 31 2026,28/07/2026,Conductivity,685.1,,,,,,
POD #3,CDU-06,WK 31 2026,28/07/2026,Turbidity,0,,,,,,
POD #3,CDU-06,WK 31 2026,28/07/2026,TDS,468.9,,,,,,
POD #3,CDU-06,WK 31 2026,28/07/2026,Total Suspended Solids,0,,,,,,
POD #2,CDU-01,WK 31 2026,28/07/2026,PH,8.63,,,,,,
POD #2,CDU-01,WK 31 2026,28/07/2026,ATP Bacteria,1022,,,,,,
POD #2,CDU-01,WK 31 2026,28/07/2026,Conductivity,661.5,,,,,,
POD #2,CDU-01,WK 31 2026,28/07/2026,Turbidity,0,,,,,,
POD #2,CDU-01,WK 31 2026,28/07/2026,TDS,452.1,,,,,,
POD #2,CDU-01,WK 31 2026,28/07/2026,Total Suspended Solids,0,,,,,,
POD #2,CDU-02,WK 31 2026,28/07/2026,PH,8.69,,,,,,
POD #2,CDU-02,WK 31 2026,28/07/2026,ATP Bacteria,41,,,,,,
POD #2,CDU-02,WK 31 2026,28/07/2026,Conductivity,673.3,,,,,,
POD #2,CDU-02,WK 31 2026,28/07/2026,Turbidity,0,,,,,,
POD #2,CDU-02,WK 31 2026,28/07/2026,TDS,460.5,,,,,,
POD #2,CDU-02,WK 31 2026,28/07/2026,Total Suspended Solids,0,,,,,,
POD #2,CDU-03,WK 31 2026,28/07/2026,PH,9,,,,,,
POD #2,CDU-03,WK 31 2026,28/07/2026,ATP Bacteria,218,,,,,,
POD #2,CDU-03,WK 31 2026,28/07/2026,Conductivity,768.4,,,,,,
POD #2,CDU-03,WK 31 2026,28/07/2026,Turbidity,0,,,,,,
POD #2,CDU-03,WK 31 2026,28/07/2026,TDS,530.3,,,,,,
POD #2,CDU-03,WK 31 2026,28/07/2026,Total Suspended Solids,0,,,,,,
POD #2,CDU-04,WK 31 2026,28/07/2026,PH,8.72,,,,,,
POD #2,CDU-04,WK 31 2026,28/07/2026,ATP Bacteria,0,,,,,,
POD #2,CDU-04,WK 31 2026,28/07/2026,Conductivity,709.6,,,,,,
POD #2,CDU-04,WK 31 2026,28/07/2026,Turbidity,0,,,,,,
POD #2,CDU-04,WK 31 2026,28/07/2026,TDS,486.3,,,,,,
POD #2,CDU-04,WK 31 2026,28/07/2026,Total Suspended Solids,0,,,,,,
POD #3,CDU-01,WK 32 2026,04/08/2026,PH,8.76,,,,,,
POD #3,CDU-01,WK 32 2026,04/08/2026,ATP Bacteria,85,,,,,,
POD #3,CDU-01,WK 32 2026,04/08/2026,Conductivity,665.7,,,,,,
POD #3,CDU-01,WK 32 2026,04/08/2026,Turbidity,0,,,,,,
POD #3,CDU-01,WK 32 2026,04/08/2026,TDS,455.7,,,,,,
POD #3,CDU-01,WK 32 2026,04/08/2026,Total Suspended Solids,0,,,,,,
POD #3,CDU-02,WK 32 2026,04/08/2026,PH,8.63,,,,,,
POD #3,CDU-02,WK 32 2026,04/08/2026,ATP Bacteria,350,,,,,,
POD #3,CDU-02,WK 32 2026,04/08/2026,Conductivity,657.8,,,,,,
POD #3,CDU-02,WK 32 2026,04/08/2026,Turbidity,0,,,,,,
POD #3,CDU-02,WK 32 2026,04/08/2026,TDS,450.2,,,,,,
POD #3,CDU-02,WK 32 2026,04/08/2026,Total Suspended Solids,0,,,,,,
POD #3,CDU-03,WK 32 2026,04/08/2026,PH,8.58,,,,,,
POD #3,CDU-03,WK 32 2026,04/08/2026,ATP Bacteria,900,,,,,,
POD #3,CDU-03,WK 32 2026,04/08/2026,Conductivity,641.8,,,,,,
POD #3,CDU-03,WK 32 2026,04/08/2026,Turbidity,0,,,,,,
POD #3,CDU-03,WK 32 2026,04/08/2026,TDS,438.4,,,,,,
POD #3,CDU-03,WK 32 2026,04/08/2026,Total Suspended Solids,0,,,,,,
POD #3,CDU-05,WK 32 2026,04/08/2026,PH,8.68,,,,,,
POD #3,CDU-05,WK 32 2026,04/08/2026,ATP Bacteria,731,,,,,,
POD #3,CDU-05,WK 32 2026,04/08/2026,Conductivity,654.6,,,,,,
POD #3,CDU-05,WK 32 2026,04/08/2026,Turbidity,0,,,,,,
POD #3,CDU-05,WK 32 2026,04/08/2026,TDS,447.8,,,,,,
POD #3,CDU-05,WK 32 2026,04/08/2026,Total Suspended Solids,0,,,,,,
POD #3,CDU-06,WK 32 2026,04/08/2026,PH,8.62,,,,,,
POD #3,CDU-06,WK 32 2026,04/08/2026,ATP Bacteria,673,,,,,,
POD #3,CDU-06,WK 32 2026,04/08/2026,Conductivity,659.4,,,,,,
POD #3,CDU-06,WK 32 2026,04/08/2026,Turbidity,0,,,,,,
POD #3,CDU-06,WK 32 2026,04/08/2026,TDS,451,,,,,,
POD #3,CDU-06,WK 32 2026,04/08/2026,Total Suspended Solids,0,,,,,,
POD #2,CDU-01,WK 32 2026,04/08/2026,PH,8.58,,,,,,
POD #2,CDU-01,WK 32 2026,04/08/2026,ATP Bacteria,1770,,,,,,
POD #2,CDU-01,WK 32 2026,04/08/2026,Conductivity,654.3,,,,,,
POD #2,CDU-01,WK 32 2026,04/08/2026,Turbidity,0,,,,,,
POD #2,CDU-01,WK 32 2026,04/08/2026,TDS,446.3,,,,,,
POD #2,CDU-01,WK 32 2026,04/08/2026,Total Suspended Solids,0,,,,,,
POD #2,CDU-02,WK 32 2026,04/08/2026,PH,8.64,,,,,,
POD #2,CDU-02,WK 32 2026,04/08/2026,ATP Bacteria,184,,,,,,
POD #2,CDU-02,WK 32 2026,04/08/2026,Conductivity,652.6,,,,,,
POD #2,CDU-02,WK 32 2026,04/08/2026,Turbidity,0,,,,,,
POD #2,CDU-02,WK 32 2026,04/08/2026,TDS,445.6,,,,,,
POD #2,CDU-02,WK 32 2026,04/08/2026,Total Suspended Solids,0,,,,,,
POD #2,CDU-03,WK 32 2026,04/08/2026,PH,8.93,,,,,,
POD #2,CDU-03,WK 32 2026,04/08/2026,ATP Bacteria,383,,,,,,
POD #2,CDU-03,WK 32 2026,04/08/2026,Conductivity,768.8,,,,,,
POD #2,CDU-03,WK 32 2026,04/08/2026,Turbidity,0,,,,,,
POD #2,CDU-03,WK 32 2026,04/08/2026,TDS,529.9,,,,,,
POD #2,CDU-03,WK 32 2026,04/08/2026,Total Suspended Solids,0,,,,,,
POD #2,CDU-04,WK 32 2026,04/08/2026,PH,8.74,,,,,,
POD #2,CDU-04,WK 32 2026,04/08/2026,ATP Bacteria,1093,,,,,,
POD #2,CDU-04,WK 32 2026,04/08/2026,Conductivity,655.7,,,,,,
POD #2,CDU-04,WK 32 2026,04/08/2026,Turbidity,0,,,,,,
POD #2,CDU-04,WK 32 2026,04/08/2026,TDS,448.2,,,,,,
POD #2,CDU-04,WK 32 2026,04/08/2026,Total Suspended Solids,0,,,,,,
POD #3,CDU-01,WK 33 2026,11/08/2026,PH,8.66,,,,,,
POD #3,CDU-01,WK 33 2026,11/08/2026,ATP Bacteria,469,,,,,,
POD #3,CDU-01,WK 33 2026,11/08/2026,Conductivity,658.6,,,,,,
POD #3,CDU-01,WK 33 2026,11/08/2026,Turbidity,0,,,,,,
POD #3,CDU-01,WK 33 2026,11/08/2026,TDS,450.4,,,,,,
POD #3,CDU-01,WK 33 2026,11/08/2026,Total Suspended Solids,0,,,,,,
POD #3,CDU-02,WK 33 2026,11/08/2026,PH,8.6,,,,,,
POD #3,CDU-02,WK 33 2026,11/08/2026,ATP Bacteria,776,,,,,,
POD #3,CDU-02,WK 33 2026,11/08/2026,Conductivity,656.5,,,,,,
POD #3,CDU-02,WK 33 2026,11/08/2026,Turbidity,0,,,,,,
POD #3,CDU-02,WK 33 2026,11/08/2026,TDS,448.9,,,,,,
POD #3,CDU-02,WK 33 2026,11/08/2026,Total Suspended Solids,0,,,,,,
POD #3,CDU-03,WK 33 2026,11/08/2026,PH,8.58,,,,,,
POD #3,CDU-03,WK 33 2026,11/08/2026,ATP Bacteria,262,,,,,,
POD #3,CDU-03,WK 33 2026,11/08/2026,Conductivity,643.6,,,,,,
POD #3,CDU-03,WK 33 2026,11/08/2026,Turbidity,0,,,,,,
POD #3,CDU-03,WK 33 2026,11/08/2026,TDS,440,,,,,,
POD #3,CDU-03,WK 33 2026,11/08/2026,Total Suspended Solids,0,,,,,,
POD #3,CDU-05,WK 33 2026,11/08/2026,PH,8.65,,,,,,
POD #3,CDU-05,WK 33 2026,11/08/2026,ATP Bacteria,754,,,,,,
POD #3,CDU-05,WK 33 2026,11/08/2026,Conductivity,649.3,,,,,,
POD #3,CDU-05,WK 33 2026,11/08/2026,Turbidity,0,,,,,,
POD #3,CDU-05,WK 33 2026,11/08/2026,TDS,444,,,,,,
POD #3,CDU-05,WK 33 2026,11/08/2026,Total Suspended Solids,0,,,,,,
POD #3,CDU-06,WK 33 2026,11/08/2026,PH,8.6,,,,,,
POD #3,CDU-06,WK 33 2026,11/08/2026,ATP Bacteria,1193,,,,,,
POD #3,CDU-06,WK 33 2026,11/08/2026,Conductivity,654,,,,,,
POD #3,CDU-06,WK 33 2026,11/08/2026,Turbidity,0,,,,,,
POD #3,CDU-06,WK 33 2026,11/08/2026,TDS,447.2,,,,,,
POD #3,CDU-06,WK 33 2026,11/08/2026,Total Suspended Solids,0,,,,,,
POD #2,CDU-01,WK 33 2026,11/08/2026,PH,8.57,,,,,,
POD #2,CDU-01,WK 33 2026,11/08/2026,ATP Bacteria,624,,,,,,
POD #2,CDU-01,WK 33 2026,11/08/2026,Conductivity,651.8,,,,,,
POD #2,CDU-01,WK 33 2026,11/08/2026,Turbidity,0,,,,,,
POD #2,CDU-01,WK 33 2026,11/08/2026,TDS,445.5,,,,,,
POD #2,CDU-01,WK 33 2026,11/08/2026,Total Suspended Solids,0,,,,,,
POD #2,CDU-02,WK 33 2026,11/08/2026,PH,8.62,,,,,,
POD #2,CDU-02,WK 33 2026,11/08/2026,ATP Bacteria,40,,,,,,
POD #2,CDU-02,WK 33 2026,11/08/2026,Conductivity,651,,,,,,
POD #2,CDU-02,WK 33 2026,11/08/2026,Turbidity,0,,,,,,
POD #2,CDU-02,WK 33 2026,11/08/2026,TDS,445,,,,,,
POD #2,CDU-02,WK 33 2026,11/08/2026,Total Suspended Solids,0,,,,,,
POD #2,CDU-03,WK 33 2026,11/08/2026,PH,8.86,,,,,,
POD #2,CDU-03,WK 33 2026,11/08/2026,ATP Bacteria,346,,,,,,
POD #2,CDU-03,WK 33 2026,11/08/2026,Conductivity,762.3,,,,,,
POD #2,CDU-03,WK 33 2026,11/08/2026,Turbidity,0,,,,,,
POD #2,CDU-03,WK 33 2026,11/08/2026,TDS,524.4,,,,,,
POD #2,CDU-03,WK 33 2026,11/08/2026,Total Suspended Solids,0,,,,,,
POD #2,CDU-04,WK 33 2026,11/08/2026,PH,8.66,,,,,,
POD #2,CDU-04,WK 33 2026,11/08/2026,ATP Bacteria,883,,,,,,
POD #2,CDU-04,WK 33 2026,11/08/2026,Conductivity,650,,,,,,
POD #2,CDU-04,WK 33 2026,11/08/2026,Turbidity,0,,,,,,
POD #2,CDU-04,WK 33 2026,11/08/2026,TDS,444.4,,,,,,
POD #2,CDU-04,WK 33 2026,11/08/2026,Total Suspended Solids,0,,,,,,
POD #1,CDU-01,WK 33 2026,11/08/2026,PH,8.75,,,,,,
POD #1,CDU-01,WK 33 2026,11/08/2026,ATP Bacteria,200,,,,,,
POD #1,CDU-01,WK 33 2026,11/08/2026,Conductivity,576.2,,,,,,
POD #1,CDU-01,WK 33 2026,11/08/2026,Turbidity,0,,,,,,
POD #1,CDU-01,WK 33 2026,11/08/2026,TDS,391,,,,,,
POD #1,CDU-01,WK 33 2026,11/08/2026,Total Suspended Solids,0,,,,,,
POD #1,CDU-02,WK 33 2026,11/08/2026,PH,8.61,,,,,,
POD #1,CDU-02,WK 33 2026,11/08/2026,ATP Bacteria,54,,,,,,
POD #1,CDU-02,WK 33 2026,11/08/2026,Conductivity,632.7,,,,,,
POD #1,CDU-02,WK 33 2026,11/08/2026,Turbidity,0,,,,,,
POD #1,CDU-02,WK 33 2026,11/08/2026,TDS,432.1,,,,,,
POD #1,CDU-02,WK 33 2026,11/08/2026,Total Suspended Solids,0,,,,,,
POD #1,CDU-03,WK 33 2026,11/08/2026,PH,8.89,,,,,,
POD #1,CDU-03,WK 33 2026,11/08/2026,ATP Bacteria,9,,,,,,
POD #1,CDU-03,WK 33 2026,11/08/2026,Conductivity,639.2,,,,,,
POD #1,CDU-03,WK 33 2026,11/08/2026,Turbidity,0,,,,,,
POD #1,CDU-03,WK 33 2026,11/08/2026,TDS,436.6,,,,,,
POD #1,CDU-03,WK 33 2026,11/08/2026,Total Suspended Solids,0,,,,,,
POD #1,CDU-04,WK 33 2026,11/08/2026,PH,8.8,,,,,,
POD #1,CDU-04,WK 33 2026,11/08/2026,ATP Bacteria,633,,,,,,
POD #1,CDU-04,WK 33 2026,11/08/2026,Conductivity,605.9,,,,,,
POD #1,CDU-04,WK 33 2026,11/08/2026,Turbidity,0,,,,,,
POD #1,CDU-04,WK 33 2026,11/08/2026,TDS,413.2,,,,,,
POD #1,CDU-04,WK 33 2026,11/08/2026,Total Suspended Solids,0,,,,,,
